user_id,max_anomaly_score,total_amount
U1281,0.7166807431395945,1026.43
U1328,0.715762447948758,1674.02
U1099,0.7156846916788994,2408.46
U1103,0.7143660075808014,871.15
U1176,0.7124341127451814,1027.05
U1012,0.7116404610996293,1481.3600000000001
U1194,0.7101950699179993,916.85
U1364,0.7088247416121243,2139.98
U1155,0.7087412559776548,795.12
U1219,0.7084657251530939,707.53
U1162,0.7082199135346805,824.45
U1168,0.7080316175617936,926.73
U1341,0.7070497001578215,950.05
U1259,0.7062525368152706,2862.89
U1198,0.7049021285682714,1598.27
U1285,0.7038523625115155,1465.25
U1277,0.7032631251631342,1151.8200000000002
U1111,0.7005729529696736,668.28
U1380,0.7002093420815877,902.3299999999999
U1352,0.6982229773537777,2542.36
U1229,0.6981811962001032,857.03
U1154,0.6981440513159943,1467.72
U1027,0.6979306094222202,1430.6599999999999
U1221,0.6938264057642626,1707.32
U1166,0.6922344785567421,1146.62
U1293,0.692122425539908,793.88
U1102,0.6914309099453663,1931.85
U1124,0.6910369524908325,2336.45
U1035,0.6908107568193262,621.38
U1014,0.690447414167997,841.45
U1327,0.6894135006011287,1196.8200000000002
U1084,0.6889986712283657,819.13
U1158,0.6883359618577761,946.27
U1345,0.687311779878945,662.72
U1034,0.6866026241070976,1535.79
U1322,0.6859070410178156,965.85
U1174,0.6856767809071002,850.91
U1183,0.6853308374618386,414.4
U1056,0.6849722591965338,786.33
U1148,0.6835016439759998,1395.21
U1294,0.6834419165457046,1611.34
U1192,0.6824338462279906,1164.34
U1107,0.6822700772338977,683.67
U1228,0.680518329405464,1681.55
U1149,0.6787670841832312,782.36
U1161,0.677798936687095,850.91
U1275,0.6772051937070418,1424.88
U1033,0.6762366071062431,906.24
U1015,0.675671494203013,875.3
U1390,0.6752042182857436,1588.8899999999999
U1324,0.6750053725800828,1593.35
U1361,0.6744537612034399,805.74
U1356,0.6730423168033106,1595.94
U1246,0.6718585396516293,968.74
U1289,0.6687711613805829,1135.52
U1231,0.6665704310058266,620.74
U1006,0.6633969290638793,540.78
U1134,0.6631207909953839,1685.9099999999999
U1135,0.6628359551984054,745.62
U1367,0.6621790782016862,769.01
U1076,0.6600804625244145,813.29
U1279,0.660053626028427,1533.9
U1114,0.6577788132048499,830.92
U1187,0.6575278146373836,682.47
U1395,0.6552588773189548,834.63
U1206,0.654912142967677,733.53
U1040,0.651553988382467,650.29
U1369,0.6503122205303865,736.88
U1399,0.6500010502481991,623.85
U1074,0.6497615338121439,836.88
U1108,0.6488888200881034,849.73
U1261,0.6485206442931762,804.86
U1078,0.6479398446265088,724.67
U1151,0.6459508577962081,599.56
U1278,0.6439589977081727,1212.3
U1383,0.6431820896905452,716.54
U1265,0.6431202864511915,658.24
U1357,0.6424361094090938,734.44
U1344,0.6419371417405553,670.12
U1041,0.641913601164336,755.78
U1238,0.6410838665327775,595.86
U1351,0.6400084109333775,5.0
U1271,0.6396342413964906,1129.74
U1349,0.6393885405660049,661.09
U1309,0.6387749972275412,728.42
U1312,0.6374211475162105,757.48
U1008,0.6369320042661285,761.71
U1388,0.6365303072407815,637.95
U1005,0.6362935211925466,576.68
U1170,0.6347535796638577,733.46
U1292,0.6334662364485443,749.55
U1024,0.6329941972901838,512.46
U1051,0.6316622827199816,722.4
U1268,0.6307144285970058,641.12
U1104,0.6295329130585992,710.84
U1241,0.6275640169522578,646.55
U1077,0.6236730003214809,804.06
U1140,0.6223929694938677,651.03
U1150,0.6197501136012429,668.23
