tx_id,user_id,amount,anomaly_score
140309,U1391,1531.6,0.8631468459836524
114215,U1353,1055.47,0.863073701326624
150399,U1163,1020.35,0.8625418748669826
112173,U1173,125.98,0.8624440368946668
122785,U1389,2077.79,0.861083112592548
165493,U1338,1088.75,0.8610322492946708
153686,U1382,1491.63,0.8609131672479632
100917,U1343,1293.53,0.860891757982449
151872,U1160,855.65,0.8600966109371826
115373,U1172,1311.57,0.8598211043446065
108743,U1384,1058.45,0.8591509128745921
112990,U1222,1257.69,0.8587687757678132
135231,U1184,1249.58,0.8586203440602322
103587,U1215,1245.74,0.8584845521460789
111544,U1180,1292.16,0.8578939394995413
137247,U1343,1261.77,0.8565308996303046
125771,U1180,1320.49,0.8547415863228204
119110,U1039,1429.77,0.8539981195525181
110009,U1374,803.56,0.8536702574729313
142170,U1177,1230.1,0.8535291710331918
147109,U1288,964.27,0.851984882084503
145619,U1052,1334.0,0.8517301045494754
102668,U1100,1389.01,0.8515985566310532
130004,U1248,1405.45,0.848576583989991
112429,U1173,58.32,0.8475048318015531
111826,U1173,57.52,0.846904575602989
112114,U1284,996.99,0.8466460764315145
102585,U1387,1204.85,0.8465247105024326
131968,U1197,1042.41,0.8459869650530732
123179,U1208,1228.15,0.8458403842516373
128070,U1195,1027.14,0.8456154191441414
166396,U1147,1028.17,0.8444092278079065
144858,U1381,1153.54,0.843603500197104
144445,U1381,1304.51,0.843603500197104
141573,U1321,1265.29,0.843504680669338
108234,U1376,1366.3,0.8425037982063122
112141,U1173,64.7,0.8412290379861067
120120,U1136,1133.47,0.8409168676553429
145286,U1359,618.83,0.8400261582918336
127733,U1286,1139.13,0.8396129777783824
111788,U1385,1524.2,0.8390093771031923
112283,U1156,1103.39,0.8385959553111808
106376,U1273,1073.47,0.8382208043395686
129299,U1209,1392.68,0.8378148136986352
142528,U1215,1213.61,0.8374702772496296
144532,U1252,5.0,0.8364195566497803
162713,U1202,1015.8,0.8363110290209151
161287,U1297,1607.74,0.836222098204527
114875,U1177,1215.74,0.8355663195475296
125235,U1069,1314.84,0.8349146581089877
166215,U1362,1140.82,0.8346280776346079
111690,U1254,887.57,0.8332524212722255
157957,U1260,1330.13,0.831591468747946
126396,U1116,1223.91,0.8310291463551208
126820,U1284,925.81,0.8307863469299966
118056,U1337,1187.02,0.8303423071524357
131047,U1125,1452.52,0.8296485591789692
144356,U1070,1092.29,0.8293554846848861
151852,U1173,212.11,0.8287333987002587
117057,U1153,922.67,0.8269052569350221
131934,U1362,1085.17,0.8268970688221892
128942,U1290,1074.43,0.8259310407082615
150192,U1291,904.23,0.8250737743274386
107094,U1021,1055.86,0.8247074404511201
126792,U1321,1153.77,0.8239568907195196
112848,U1128,628.48,0.8233029160195614
166998,U1147,813.39,0.8232675523056331
153991,U1208,1150.65,0.8231049346597858
129586,U1257,1300.54,0.8229180874340081
133238,U1368,1272.21,0.8224035239739382
149348,U1196,1336.24,0.8222341073189618
113463,U1030,1118.25,0.8214283648260894
105393,U1252,150.58,0.8204930244684875
139164,U1251,1248.69,0.8203876218571007
102332,U1359,677.97,0.8203328346791728
120128,U1175,1050.58,0.8197884838936296
119045,U1019,854.9,0.8195156174359803
103521,U1201,1237.53,0.8184093828477448
159371,U1116,638.43,0.8182158665265392
150537,U1132,981.75,0.8172916942994837
160288,U1313,907.92,0.8172647510004318
105454,U1362,962.06,0.8166141516266335
105383,U1252,49.98,0.815202956148222
115480,U1217,979.4,0.8151287270803403
105291,U1304,781.05,0.8150640082670461
164755,U1068,898.65,0.814780056431628
105513,U1252,55.92,0.8146136256050257
119261,U1218,1030.17,0.8141139510230714
114733,U1131,1291.96,0.8136275631450981
160102,U1393,1222.25,0.8128255206581738
105597,U1252,78.91,0.8127734407378391
155502,U1048,962.7,0.8124929644569913
111217,U1336,1119.57,0.8121737367931031
159160,U1316,1105.33,0.8120204174741896
165700,U1182,1207.21,0.8113097536653245
143896,U1335,1285.3,0.8109505207789828
155361,U1048,870.33,0.8101405026177766
162481,U1185,1154.16,0.8095323359467176
128724,U1175,1041.06,0.8089625733645852
148077,U1119,1203.1,0.8087686143559426
134291,U1165,596.49,0.8086417340816041
114899,U1138,721.7,0.8086386774281185
139155,U1325,1157.24,0.808491755187418
151650,U1370,5.0,0.8076702757362518
138497,U1193,1109.81,0.8076317829845538
153058,U1116,1124.78,0.8075013215154663
123698,U1286,1090.95,0.8067851522148602
149438,U1070,1043.1,0.8062287319854645
154245,U1314,1365.13,0.8062235794702663
143382,U1350,904.69,0.8060309518136676
163096,U1138,722.8,0.8058356315853193
148291,U1377,1415.7,0.805164369079428
135397,U1021,1245.92,0.8051594087685151
133080,U1021,1107.51,0.8037493921247857
114275,U1062,1135.93,0.8033746666262725
160635,U1227,601.44,0.8024308395115861
123737,U1057,745.41,0.8020578336705889
142414,U1360,828.66,0.8020124734301964
144612,U1332,214.48,0.8014538354506221
134085,U1178,1219.35,0.7996975589411542
164089,U1348,854.72,0.7990552568851472
124588,U1283,743.12,0.7989440939046707
162234,U1156,981.5,0.7988189697860858
123297,U1359,687.67,0.7984760742758804
108502,U1093,1086.88,0.7983000752977394
145906,U1182,1113.44,0.7980844383592225
104601,U1300,120.1,0.7979885768761277
132573,U1109,1072.66,0.7979844102330446
108856,U1160,716.64,0.7976855862831292
108767,U1370,683.83,0.797628051930895
116938,U1053,1176.76,0.7974862460187054
116791,U1085,1079.31,0.7969891264070401
151621,U1173,8.6,0.7965814955108925
117966,U1173,5.0,0.7954156285215026
121063,U1296,1185.63,0.7948298317159859
132197,U1197,774.79,0.7945974912487838
117874,U1173,126.57,0.79394887548566
120590,U1397,1045.66,0.7935751908532125
104732,U1300,48.14,0.7935248209209828
124251,U1052,190.93,0.7929525207701494
104534,U1300,107.88,0.7927418109322156
127738,U1143,888.55,0.7921018710522418
124168,U1146,932.14,0.7917512755074526
151432,U1370,88.57,0.7905574885408475
149472,U1138,645.85,0.7899750525806587
161373,U1160,788.36,0.7897559525721931
122836,U1248,1012.89,0.7895647455591953
162042,U1371,17.62,0.7894045367213954
145008,U1019,617.29,0.7891419487269998
135475,U1305,902.02,0.788284735263482
106032,U1122,1289.66,0.7881277005693145
113288,U1067,1137.66,0.7877359658729799
116923,U1276,838.73,0.7875868169477478
163618,U1258,1190.07,0.7875809967929646
115440,U1212,1100.42,0.7870056828129818
104617,U1300,102.06,0.7867909920606265
109358,U1043,545.75,0.786631642512652
123878,U1136,1009.73,0.7864868128835962
105071,U1300,77.56,0.7863342715281324
104520,U1300,83.77,0.7862802337760803
164462,U1273,906.19,0.7847800018601194
140611,U1190,1272.05,0.7847014133676167
104483,U1300,70.09,0.7844220902942256
150428,U1270,472.53,0.7841531430900137
140166,U1331,1037.57,0.7837807655851884
111004,U1363,876.59,0.7836613039305044
167220,U1250,1180.3,0.7835266171552484
124317,U1237,1056.02,0.7835197842480734
103080,U1227,574.51,0.7832930948595901
137903,U1136,981.1,0.7828920653813611
105906,U1001,1336.76,0.7825792212521319
145150,U1043,702.52,0.7823539747102056
144478,U1049,1175.67,0.7816374710881525
109180,U1030,1146.92,0.7811081422546007
114064,U1045,1101.24,0.7810863109711259
137471,U1070,933.29,0.7810700181522442
123724,U1116,871.39,0.7810503846529451
106708,U1308,420.11,0.7809679594779373
151326,U1173,51.22,0.7794627494384425
130035,U1263,1085.07,0.7773607315468094
149184,U1396,737.83,0.7767892552118123
109762,U1323,1182.26,0.7766360703864654
147430,U1350,908.92,0.7766172879112988
118180,U1173,82.89,0.7757992397467244
118772,U1249,857.83,0.7753043733899891
151489,U1173,75.44,0.7752232369566973
150636,U1009,1103.84,0.7746028430411624
135611,U1156,904.11,0.774493263054687
141980,U1333,1090.98,0.7744630000880207
117223,U1338,700.08,0.7741911932318902
118365,U1173,68.26,0.7740718157852862
165331,U1195,679.18,0.7739558104878884
167158,U1371,112.81,0.7738824046707486
160193,U1350,811.59,0.7731625334696639
161011,U1317,1134.75,0.7731524177017975
104805,U1123,969.59,0.7730093813016836
127017,U1109,1213.44,0.7725436678580867
126349,U1165,5.0,0.7723245342296662
162462,U1019,630.3,0.7722549017814725
160020,U1371,583.82,0.7721022800383162
102505,U1138,177.24,0.7720766019340118
151133,U1085,992.27,0.7719526347147622
130540,U1331,786.44,0.7718266018479577
102654,U1197,148.02,0.7716915483642711
156463,U1200,953.44,0.771342420968773
113053,U1304,5.0,0.7711990791851989
153720,U1079,1056.11,0.7711483221601868
138719,U1043,673.51,0.7710842809830252
100763,U1235,1260.06,0.7698402851874491
143655,U1089,1049.01,0.76981455150098
141078,U1055,1072.31,0.7694482066774344
124263,U1213,1078.11,0.7690445109188757
144867,U1332,5.0,0.7689188567295266
112543,U1185,948.65,0.7682643805194737
101873,U1038,1166.87,0.7673559073316433
103699,U1086,591.64,0.7672577027817379
154525,U1256,1045.37,0.7672332556853068
116865,U1054,811.04,0.7660218653415528
150419,U1173,385.78,0.7657426994985724
121502,U1165,502.39,0.7649502737804094
108498,U1002,1164.42,0.7647639626882287
149626,U1396,622.1,0.7634900589522294
167337,U1392,785.18,0.7630292817699876
146125,U1350,803.47,0.7628737362417478
136001,U1257,970.35,0.7626031503286507
144458,U1332,20.74,0.7621363357368208
157545,U1031,1024.33,0.7616290768584402
141047,U1373,559.37,0.7612730777905005
123726,U1338,731.96,0.7609077544876132
136957,U1305,744.15,0.7596636794111317
144608,U1332,59.02,0.7594985767942342
167490,U1218,811.81,0.7594359733108385
131824,U1156,775.91,0.7594051811044895
116578,U1382,1008.39,0.7593320995426431
147768,U1251,1000.2,0.7592659997719242
163402,U1374,461.93,0.7587620147278626
150851,U1359,597.68,0.7586354476330114
146458,U1132,990.83,0.7580862711279008
166351,U1331,779.88,0.7571965394583857
144574,U1284,591.34,0.7565572341700613
110878,U1252,179.09,0.7565248259458806
129738,U1299,992.03,0.7562148799592334
104537,U1222,807.86,0.7561495394307256
125983,U1165,140.78,0.755544380447311
158740,U1004,642.56,0.7555217919061987
103379,U1072,928.15,0.75514573458483
108650,U1191,1049.37,0.7550759220751218
147775,U1138,496.44,0.7545892974873268
102732,U1290,1081.38,0.7543665076955073
126149,U1165,56.28,0.753879058522929
155548,U1036,957.78,0.753690671577341
120632,U1126,835.95,0.7536516285990265
144479,U1332,84.09,0.7535845247118442
154252,U1059,829.92,0.7533209623954491
160633,U1133,1067.82,0.7529393527742902
148651,U1382,749.24,0.7523210026469515
133819,U1068,876.65,0.7522313680708846
123635,U1052,43.57,0.7519706315328666
138721,U1188,1123.2,0.751868254238166
144652,U1332,90.72,0.7516208105588932
113192,U1304,125.37,0.7514039504588882
112716,U1304,45.01,0.7510355471426647
164881,U1126,801.42,0.75061945163241
106472,U1188,1053.98,0.7504970476519819
112794,U1304,116.97,0.7502686396401198
112969,U1304,123.4,0.7502686396401198
112074,U1343,969.24,0.7498455936920247
123992,U1052,58.34,0.7497685119383007
153701,U1287,1045.71,0.7497634635916025
151797,U1117,1023.83,0.7496285156847513
164524,U1372,1099.85,0.7489269395598388
124624,U1081,1137.36,0.7487162207855126
132047,U1093,747.61,0.7485852215983482
102192,U1138,126.29,0.7483871593226213
110329,U1032,828.52,0.7479153708473637
119093,U1227,162.45,0.747324002076391
125249,U1374,569.57,0.7470124559149979
123965,U1052,114.53,0.7468523828593382
121729,U1075,934.93,0.7468429553980964
107628,U1054,213.08,0.7467308441903342
141188,U1066,612.9,0.7466215105421369
112710,U1304,111.26,0.7463054594934636
163648,U1307,826.93,0.7458296028519391
112475,U1304,53.08,0.745250571170991
123995,U1052,64.48,0.7450866237809521
103133,U1195,714.78,0.7448348411831224
165180,U1366,1050.35,0.7446212796625703
102820,U1197,48.44,0.7443255074075522
102284,U1197,100.23,0.7438687166602072
102570,U1197,61.12,0.7435755737987363
103537,U1213,1007.68,0.74329534182563
155550,U1075,860.18,0.7431813680520276
132020,U1160,575.22,0.742366536583269
166676,U1232,963.38,0.7421621300250247
165260,U1177,914.19,0.7420523444084758
120621,U1359,101.22,0.7414066572375654
100114,U1119,832.47,0.7410348650010977
120701,U1359,54.17,0.7407571879024683
167668,U1210,784.19,0.7407112238956712
149524,U1360,608.12,0.7405370235761884
132609,U1093,765.82,0.7402072911605786
161403,U1042,1081.2,0.7402039496192033
162209,U1276,879.51,0.7398581362930409
124241,U1052,86.45,0.739676293813529
118775,U1227,146.2,0.7394819510134357
113766,U1216,618.51,0.7392486538567699
112913,U1304,61.01,0.7390781308941672
135317,U1121,939.99,0.7390103215005641
155981,U1197,154.9,0.7388480978794436
118801,U1053,824.74,0.7386487206964026
166608,U1391,562.88,0.7382712201115476
102424,U1197,85.84,0.7379976871157578
103491,U1314,1060.04,0.7379739422440182
121178,U1332,679.43,0.7377902237700115
157068,U1197,145.81,0.7374756777881883
129820,U1338,692.85,0.737218469398789
110994,U1252,5.0,0.7360504224395334
110921,U1252,5.0,0.7360504224395334
102608,U1138,60.93,0.735981072199108
137137,U1060,854.76,0.7352366358205707
160647,U1273,749.85,0.7348137980260278
110090,U1031,954.03,0.7347031187443586
102681,U1138,67.27,0.7344778532080704
121789,U1173,458.17,0.734222435406926
107467,U1253,999.05,0.734005656243072
142002,U1184,707.03,0.7339554073917423
120642,U1025,948.45,0.733560331712631
139375,U1284,617.53,0.732721217425959
152245,U1306,934.77,0.7322859812305668
156766,U1252,404.43,0.7322258614817474
159798,U1171,778.58,0.732187055583517
117144,U1164,507.52,0.7314950685627724
159541,U1116,290.48,0.7314091993734196
156936,U1374,518.98,0.7312035644673466
113297,U1348,607.18,0.7308661913501195
110648,U1179,411.09,0.7303085580740832
143809,U1346,1002.12,0.7300219289468862
134688,U1061,989.6,0.7295815955582905
103369,U1054,794.36,0.729402161534058
137646,U1307,870.13,0.7290916359824621
105898,U1243,985.29,0.7287053402160529
129490,U1125,840.6,0.7280774125463687
135911,U1085,746.91,0.7278972645664665
123759,U1334,756.49,0.7276242818499888
122199,U1374,172.19,0.7275715767436128
120380,U1222,832.48,0.72750926189622
128710,U1284,5.0,0.7275018668302294
123982,U1113,811.87,0.7273425310723385
115130,U1080,595.1,0.7269681378425342
112450,U1089,950.6,0.7267815825485902
123689,U1264,999.87,0.7267194260993011
156964,U1197,5.0,0.7266759353277816
156759,U1197,5.0,0.7266759353277816
125482,U1003,981.93,0.7264179419971571
111689,U1374,469.53,0.7262303826922616
105129,U1046,784.4,0.7261042505370777
123885,U1045,1086.22,0.7258889044817628
149337,U1044,1039.14,0.7253985023289514
113725,U1286,737.86,0.7253823641279165
113883,U1036,913.73,0.7253775359587077
153492,U1064,802.61,0.7248945520951268
104676,U1379,937.22,0.7244447587593681
154842,U1173,172.51,0.7242230280070624
161208,U1336,842.36,0.7241482516135646
156269,U1197,122.58,0.7239893625435693
162146,U1252,5.0,0.7228443646382258
116635,U1276,474.51,0.7221334415977435
138679,U1224,242.8,0.7203222191213516
118634,U1227,123.83,0.7199942022744146
160823,U1016,544.11,0.7198702830593561
109570,U1227,132.0,0.719105017737884
155117,U1377,981.35,0.7188567610117795
128451,U1337,777.25,0.7187655788466614
106318,U1091,815.72,0.7185881439776692
122676,U1087,942.11,0.7185103996183215
128685,U1284,36.18,0.7184000239846449
119029,U1227,105.51,0.7183888649841725
142627,U1243,905.43,0.7180962670924976
131884,U1000,678.35,0.7180658271342887
119118,U1227,94.79,0.717864880145236
119105,U1227,112.58,0.7172758841654892
148812,U1004,658.93,0.7170295015749429
109968,U1227,114.49,0.716978956774922
163519,U1066,726.46,0.7167231372370984
150357,U1281,1026.43,0.7166807431395945
149697,U1328,1018.12,0.715762447948758
163277,U1099,997.47,0.7156846916788994
126376,U1239,691.34,0.7156307435387548
128431,U1249,861.68,0.7151543747525683
141542,U1103,871.15,0.7143660075808014
129276,U1284,56.92,0.7141962986628908
147561,U1025,630.82,0.7141244023410369
108462,U1235,804.1,0.7136382109156557
123552,U1064,787.14,0.7135616050058528
117382,U1317,957.27,0.7126755930263868
117345,U1176,1027.05,0.7124341127451814
116359,U1012,892.36,0.7116404610996293
127631,U1132,157.99,0.7112778258931512
108225,U1054,160.79,0.7111164198182325
152329,U1362,658.37,0.7107594020997322
156872,U1197,40.85,0.7106559264873361
133836,U1160,162.55,0.7106529577478303
161860,U1194,916.85,0.7101950699179993
111492,U1252,59.23,0.7099763535889082
143440,U1079,899.17,0.7097852241887256
141803,U1080,705.3,0.7095303970988611
122318,U1360,631.25,0.709411923773564
115187,U1054,694.68,0.7090209706261454
116884,U1364,768.66,0.7088247416121243
144540,U1155,795.12,0.7087412559776548
122111,U1216,661.34,0.7084679908867614
120403,U1219,707.53,0.7084657251530939
111370,U1252,81.57,0.7084117620462453
124603,U1162,824.45,0.7082199135346805
133190,U1168,926.73,0.7080316175617936
111380,U1252,64.85,0.7077625206061151
155913,U1197,100.53,0.7074717817998073
123303,U1113,750.89,0.7072759184495657
126213,U1341,950.05,0.7070497001578215
153044,U1227,12.1,0.7069056278434968
102669,U1072,783.77,0.7064884753777366
127373,U1259,671.39,0.7062525368152706
113523,U1030,403.54,0.7060725185433357
111297,U1252,89.75,0.705827094888906
122343,U1374,5.0,0.7057445106675134
122612,U1374,5.0,0.7057445106675134
142828,U1256,828.84,0.7050622275330792
110832,U1198,901.93,0.7049021285682714
125495,U1123,796.38,0.7045944642743702
110979,U1285,976.74,0.7038523625115155
156213,U1197,52.84,0.7034871818870504
159652,U1277,621.85,0.7032631251631342
162173,U1252,26.66,0.7011631968781147
134466,U1160,5.0,0.7007482008579877
157403,U1111,668.28,0.7005729529696736
107446,U1021,307.84,0.7003614165313924
115243,U1380,433.65,0.7002093420815877
118091,U1165,22.63,0.6998691049185914
144932,U1254,614.76,0.6997721134628984
108171,U1054,135.95,0.6997270028364025
116998,U1202,813.51,0.6983633447316241
163677,U1352,934.34,0.6982229773537777
134031,U1229,857.03,0.6981811962001032
127106,U1154,824.87,0.6981440513159943
115679,U1027,652.16,0.6979306094222202
131434,U1374,17.47,0.6976932613285257
107989,U1054,29.91,0.6973200080664881
126721,U1373,5.0,0.6973073112602562
145484,U1359,149.18,0.6972018824790764
122415,U1374,133.06,0.6970856383707373
149725,U1163,163.69,0.6969257383225407
147507,U1025,531.55,0.6967092022543121
142849,U1227,148.38,0.6963557367655162
100948,U1352,920.5,0.6963062199808887
165745,U1264,835.69,0.696192387148071
163436,U1210,943.68,0.6960600364158707
140628,U1259,803.46,0.6958292598361373
145300,U1359,5.0,0.6955567665066029
116959,U1259,645.86,0.6950113564991985
107938,U1054,129.8,0.694818574563457
116971,U1043,569.67,0.6939865113581468
151552,U1221,835.14,0.6938264057642626
141377,U1059,604.66,0.6936975856461133
107984,U1054,37.18,0.6935590324917974
145126,U1257,604.46,0.6935275312087623
107141,U1250,844.47,0.6933175690151946
105910,U1218,681.45,0.6930666163891942
102409,U1397,859.83,0.6929820073747626
153032,U1227,29.13,0.6928941829121233
158801,U1230,613.37,0.6925219417693346
144303,U1364,799.42,0.6924296824034636
134735,U1166,676.01,0.6922344785567421
140532,U1293,793.88,0.692122425539908
134366,U1160,40.27,0.691722615044303
133983,U1102,843.63,0.6914309099453663
163407,U1397,818.77,0.6914086334662507
133008,U1124,841.49,0.6910369524908325
134653,U1035,621.38,0.6908107568193262
127943,U1132,46.6,0.6906550429156281
101217,U1014,841.45,0.690447414167997
151557,U1306,179.7,0.6900750198117391
127128,U1373,111.44,0.6900685180577895
154248,U1173,136.89,0.6897615061086718
101888,U1048,856.69,0.6897119523211469
142098,U1327,610.85,0.6894135006011287
116438,U1084,819.13,0.6889986712283657
118562,U1291,699.16,0.6888127431390938
127280,U1132,54.56,0.6887920883923592
100971,U1221,872.18,0.6884251503212488
114062,U1158,946.27,0.6883359618577761
127379,U1132,99.42,0.688243044614969
140983,U1119,638.55,0.6882202246582262
114130,U1173,93.37,0.6881094699072309
127858,U1132,90.59,0.6878226226720983
127861,U1132,86.15,0.6878226226720983
141571,U1345,662.72,0.687311779878945
133804,U1160,118.28,0.6871995518911272
126641,U1123,639.32,0.6870375961428324
163504,U1093,34.69,0.6868710614992042
134153,U1160,70.92,0.6866121851067325
156944,U1034,817.47,0.6866026241070976
145092,U1218,676.58,0.6865026006448557
114484,U1316,813.38,0.6861318648273874
152747,U1227,42.31,0.6859272930797874
143867,U1322,965.85,0.6859070410178156
108052,U1054,105.95,0.6858456498965534
140307,U1174,850.91,0.6856767809071002
136031,U1183,186.83,0.6853308374618386
101718,U1016,540.85,0.6851653177388581
146711,U1126,676.81,0.685086519069821
155585,U1056,786.33,0.6849722591965338
155213,U1270,878.81,0.6849214228677116
133899,U1381,714.4,0.684908913102003
146309,U1027,778.5,0.684719753927096
148895,U1348,17.77,0.6842919480563232
163178,U1093,109.69,0.6842643123103275
157335,U1290,475.84,0.6842556471655225
126783,U1201,774.51,0.6839969681308081
139382,U1148,743.51,0.6835016439759998
153117,U1294,872.42,0.6834419165457046
113627,U1396,783.75,0.6832491001438602
133785,U1160,94.78,0.6828019591833695
152867,U1227,54.66,0.6825887692974131
154582,U1036,771.45,0.6825438822779576
145274,U1359,118.84,0.6824437743030797
123373,U1192,713.75,0.6824338462279906
152882,U1227,58.89,0.6823299221232915
153115,U1227,59.06,0.6823299221232915
113477,U1107,683.67,0.6822700772338977
163089,U1379,638.92,0.6822647624277157
154173,U1173,113.29,0.6819325330315896
158371,U1080,603.71,0.6816818595478022
107248,U1338,579.23,0.6815610025748544
147585,U1252,157.45,0.6815303943303838
158503,U1227,176.88,0.681373526857777
127306,U1153,44.58,0.6813051673149786
133884,U1160,99.12,0.6811688683764955
133831,U1160,76.33,0.6811621203614736
163307,U1093,101.9,0.6810209421879881
161688,U1217,5.0,0.680981118631309
129805,U1228,802.41,0.680518329405464
122191,U1374,106.49,0.6804508644881363
143498,U1237,729.0,0.6799976123560808
127023,U1373,43.52,0.6797193599132578
107547,U1054,86.29,0.6796337623045752
132139,U1374,74.51,0.67950944119182
149764,U1227,68.17,0.6794160137279821
149755,U1163,5.0,0.6792961488561918
165954,U1121,800.82,0.6791110425296246
105767,U1149,782.36,0.6787670841832312
148636,U1348,71.42,0.678346001209725
119782,U1350,514.96,0.6782578899885866
110683,U1374,32.64,0.6779822542809069
164793,U1161,850.91,0.677798936687095
153061,U1227,104.32,0.6776284803398516
147788,U1252,15.61,0.6772823731590694
148092,U1252,18.45,0.6772823731590694
163182,U1093,91.04,0.6772230361933671
140293,U1275,693.66,0.6772051937070418
107323,U1308,174.75,0.6768469319704137
147440,U1136,656.12,0.676551595235378
142950,U1033,906.24,0.6762366071062431
131757,U1015,875.3,0.675671494203013
154435,U1173,47.97,0.6755750502338843
167515,U1228,879.14,0.6754994869074133
117588,U1390,899.91,0.6752042182857436
143299,U1227,129.69,0.6751805906308193
148195,U1348,97.3,0.6750414923835503
106280,U1324,823.42,0.6750053725800828
133963,U1308,843.27,0.674841927255235
151798,U1306,150.47,0.6746194468688809
154513,U1173,51.32,0.6744910268591474
147532,U1066,605.81,0.6744633568287715
107480,U1361,805.74,0.6744537612034399
148325,U1348,89.25,0.6738255068352554
110787,U1160,485.86,0.6731530893907418
136310,U1356,829.98,0.6730423168033106
110076,U1304,5.0,0.672552712869038
110296,U1304,6.1,0.672552712869038
110070,U1304,5.0,0.672552712869038
164298,U1246,968.74,0.6718585396516293
151513,U1160,47.92,0.6717937291493898
162707,U1253,677.02,0.671628028935119
137256,U1179,713.99,0.671299187879179
151612,U1160,51.06,0.671252904761302
105909,U1374,47.25,0.6711955936972828
122399,U1374,86.1,0.6709038309114057
122535,U1374,85.6,0.6709038309114057
158731,U1196,749.63,0.6707145836503127
109682,U1202,656.86,0.670608394593966
105399,U1374,53.58,0.6706064522778594
110356,U1304,19.07,0.6700056836580512
119250,U1275,731.22,0.6699863514731975
142677,U1227,40.1,0.6697940280909318
126833,U1284,160.51,0.6695602017416473
136513,U1284,477.37,0.6694207916608433
127747,U1224,573.52,0.6692931012740698
103547,U1289,852.36,0.6687711613805829
116691,U1215,568.97,0.6683252072070371
142910,U1227,47.3,0.6681070792903048
166389,U1392,5.0,0.6678958071986032
123707,U1138,369.29,0.667101666880589
118234,U1253,718.26,0.6669360918611141
110300,U1200,635.26,0.6669118553029083
131526,U1231,620.74,0.6665704310058266
154243,U1173,69.33,0.6664948900967802
150121,U1062,166.42,0.6662860180263656
144813,U1277,529.97,0.6661681018835938
159844,U1227,15.35,0.6659887083965936
105716,U1178,809.68,0.6659330696923453
151805,U1160,97.45,0.6658187277197206
110550,U1374,60.95,0.6657717916558809
103588,U1173,297.59,0.6656596653015604
139663,U1227,5.0,0.6655860098347325
143088,U1227,109.0,0.6654509897497142
151345,U1160,93.21,0.6652282286072343
145749,U1359,85.74,0.6650735975969914
120728,U1368,753.65,0.6647981741859457
110502,U1007,132.77,0.664712140172605
115977,U1038,819.92,0.6645180968830203
150389,U1173,5.0,0.6644831468385581
111589,U1102,355.76,0.6636493268451622
148137,U1006,540.78,0.6633969290638793
107825,U1134,887.14,0.6631207909953839
151144,U1132,260.77,0.6629216352189595
164054,U1043,492.09,0.662899670172527
137023,U1135,745.62,0.6628359551984054
110696,U1374,86.62,0.6627272919138668
158535,U1079,785.73,0.6623161349845647
109500,U1367,769.01,0.6621790782016862
139553,U1227,155.08,0.662136546320409
123388,U1286,439.74,0.6620277852325742
143267,U1227,90.06,0.6619682157040869
114187,U1353,30.01,0.6618840210319474
